date,store_id,product_id,quantity,revenue,cost
2025-07-12,16,4,2,2360000.0,661049.7084357108
2025-07-12,16,16,9,3330000.0,779296.3280695913
2025-07-12,16,28,12,4320000.0,1069591.2512931307
2025-07-12,16,8,2,1240000.0,263287.635061268
2025-07-12,17,29,9,4410000.0,946017.1110560228
2025-07-12,17,16,1,370000.0,86588.48089662126
2025-07-12,17,30,10,2800000.0,602471.7171791587
2025-07-12,17,6,7,9940000.0,2895549.2270721225
2025-07-12,17,7,1,370000.0,98656.50788142317
2025-07-12,17,8,6,3720000.0,789862.905183804
2025-07-12,17,20,6,2880000.0,703885.9029063493
2025-07-12,17,4,9,10620000.0,2974723.6879606983
2025-07-12,17,14,8,6080000.0,1519764.102343429
2025-07-12,17,9,5,5700000.0,1298287.5027833984
2025-07-12,17,5,6,9900000.0,1983139.4055877412
2025-07-12,17,23,10,1700000.0,415033.2395654987
2025-07-12,17,21,7,2590000.0,615453.4935674948
2025-07-12,17,18,9,2340000.0,540948.2541827073
2025-07-12,17,25,12,9360000.0,2605229.1320891785
2025-07-12,17,1,9,16470000.0,4830001.488893069
2025-07-12,17,26,12,3360000.0,952364.3182672833
2025-07-12,17,17,7,3570000.0,945517.3636224418
2025-07-12,17,13,2,1320000.0,385784.7545282041
2025-07-12,17,3,2,2480000.0,735131.1279740141
2025-07-12,18,13,1,660000.0,192892.37726410205
2025-07-12,18,21,9,3330000.0,791297.3488724934
2025-07-12,18,29,7,3430000.0,735791.0863769066
2025-07-12,18,23,12,2040000.0,498039.8874785985
2025-07-12,18,7,7,2590000.0,690595.5551699621
2025-07-12,18,26,9,2520000.0,714273.2387004625
2025-07-12,18,2,5,5400000.0,1219102.075062626
2025-07-12,18,17,8,4080000.0,1080591.272711362
2025-07-12,18,4,10,11800000.0,3305248.5421785535
2025-07-12,18,11,3,3570000.0,897191.4397467395
2025-07-12,18,16,4,1480000.0,346353.92358648503
2025-07-12,18,10,1,270000.0,54394.93852625396
2025-07-12,19,13,5,3300000.0,964461.8863205102
2025-07-12,19,1,2,3660000.0,1073333.6641984598
2025-07-12,19,2,7,7560000.0,1706742.9050876764
2025-07-12,19,10,2,540000.0,108789.87705250792
2025-07-12,19,5,10,16500000.0,3305232.3426462356
2025-07-12,19,29,4,1960000.0,420452.04935823235
2025-07-12,19,7,9,3330000.0,887908.5709328086
2025-07-12,19,12,5,850000.0,194153.0676582853
2025-07-12,19,26,12,3360000.0,952364.3182672833
2025-07-12,19,9,7,7980000.0,1817602.5038967577
2025-07-12,19,27,12,4680000.0,1337126.701683004
2025-07-12,20,27,4,1560000.0,445708.90056100127
2025-07-12,20,26,9,2520000.0,714273.2387004625
2025-07-12,20,21,13,4810000.0,1142985.0594824904
2025-07-12,20,1,9,16470000.0,4830001.488893069
2025-07-12,20,5,3,4950000.0,991569.7027938706
2025-07-12,20,3,7,8680000.0,2572958.9479090497
2025-07-12,20,29,1,490000.0,105113.01233955809
2025-07-12,20,23,10,1700000.0,415033.2395654987
2025-07-12,20,30,10,2800000.0,602471.7171791587
2025-07-12,20,24,6,2160000.0,514736.47543081315
2025-07-12,20,7,1,370000.0,98656.50788142317
2025-07-12,20,28,7,2520000.0,623928.229920993
2025-07-12,20,16,4,1480000.0,346353.92358648503
2025-07-12,20,19,3,1440000.0,426108.52621621627
2025-07-12,20,4,7,8260000.0,2313673.9795249877
2025-07-12,20,9,3,3420000.0,778972.501670039
2025-07-12,20,22,7,2590000.0,774790.0565859845
2025-07-12,20,18,5,1300000.0,300526.8078792818
2025-07-12,20,11,2,2380000.0,598127.6264978263
2025-07-12,20,15,8,5920000.0,1469420.4125388435
2025-07-12,20,25,3,2340000.0,651307.2830222946
2025-07-12,20,2,7,7560000.0,1706742.9050876764
2025-07-13,1,3,4,4960000.0,1470262.2559480283
2025-07-13,1,25,9,7020000.0,1953921.8490668838
2025-07-13,1,11,6,7140000.0,1794382.879493479
2025-07-13,1,7,14,5180000.0,1381191.1103399242
2025-07-13,1,21,9,3330000.0,791297.3488724934
2025-07-13,1,12,14,2380000.0,543628.5894431989
2025-07-13,1,5,10,16500000.0,3305232.3426462356
2025-07-13,1,28,3,1080000.0,267397.8128232827
2025-07-13,1,19,3,1440000.0,426108.52621621627
2025-07-13,1,14,1,760000.0,189970.51279292864
2025-07-13,1,16,1,370000.0,86588.48089662126
2025-07-13,1,8,1,620000.0,131643.817530634
2025-07-13,1,6,3,4260000.0,1240949.6687451953
2025-07-13,1,23,1,170000.0,41503.32395654987
2025-07-13,1,27,8,3120000.0,891417.8011220025
2025-07-13,1,10,10,2700000.0,543949.3852625396
2025-07-13,1,4,1,1180000.0,330524.8542178554
2025-07-13,1,24,6,2160000.0,514736.47543081315
2025-07-13,1,9,10,11400000.0,2596575.0055667968
2025-07-13,1,26,7,1960000.0,555545.8523225819
2025-07-13,1,13,4,2640000.0,771569.5090564082
2025-07-13,2,11,7,8330000.0,2093446.692742392
2025-07-13,2,26,4,1120000.0,317454.7727557611
2025-07-13,2,21,2,740000.0,175843.85530499852
2025-07-13,2,6,9,12780000.0,3722849.0062355855
2025-07-13,2,19,4,1920000.0,568144.7016216217
2025-07-13,2,15,5,3700000.0,918387.7578367771
2025-07-13,2,12,1,170000.0,38830.61353165706
2025-07-13,2,14,1,760000.0,189970.51279292864
2025-07-13,2,2,3,3240000.0,731461.2450375756
2025-07-13,2,28,3,1080000.0,267397.8128232827
2025-07-13,2,27,9,3510000.0,1002845.0262622528
2025-07-13,2,5,1,1650000.0,330523.23426462355
2025-07-13,2,4,10,11800000.0,3305248.5421785535
2025-07-13,2,7,9,3330000.0,887908.5709328086
2025-07-13,2,22,9,3330000.0,996158.64418198
2025-07-13,2,23,4,680000.0,166013.2958261995
2025-07-13,2,20,9,4320000.0,1055828.8543595239
2025-07-13,2,29,5,2450000.0,525565.0616977904
2025-07-13,2,30,1,280000.0,60247.171717915866
2025-07-13,2,3,12,14880000.0,4410786.767844085
2025-07-13,3,19,8,3840000.0,1136289.4032432435
2025-07-13,3,23,5,850000.0,207516.61978274936
2025-07-13,3,18,7,1820000.0,420737.5310309946
2025-07-13,3,7,4,1480000.0,394626.03152569267
2025-07-13,3,16,1,370000.0,86588.48089662126
2025-07-13,3,17,3,1530000.0,405221.7272667608
2025-07-13,3,14,4,3040000.0,759882.0511717146
2025-07-13,3,15,1,740000.0,183677.55156735543
2025-07-13,3,20,1,480000.0,117314.31715105822
2025-07-13,3,21,8,2960000.0,703375.4212199941
2025-07-13,3,4,10,11800000.0,3305248.5421785535
2025-07-13,3,13,5,3300000.0,964461.8863205102
2025-07-13,3,11,7,8330000.0,2093446.692742392
2025-07-13,3,29,2,980000.0,210226.02467911618
2025-07-13,3,5,7,11550000.0,2313662.639852365
2025-07-13,3,24,8,2880000.0,686315.3005744176
2025-07-13,3,2,12,12960000.0,2925844.9801503024
2025-07-13,3,6,6,8520000.0,2481899.3374903905
2025-07-13,3,3,6,7440000.0,2205393.3839220423
2025-07-13,4,30,3,840000.0,180741.5151537476
2025-07-13,4,26,6,1680000.0,476182.15913364163
2025-07-13,4,27,3,1170000.0,334281.675420751
2025-07-13,4,4,3,3540000.0,991574.5626535661
2025-07-13,4,21,8,2960000.0,703375.4212199941
2025-07-13,4,29,6,2940000.0,630678.0740373485
2025-07-13,4,19,7,3360000.0,994253.227837838
2025-07-13,4,11,1,1190000.0,299063.81324891315
2025-07-13,4,28,8,2880000.0,713060.8341954205
2025-07-13,4,24,1,360000.0,85789.4125718022
2025-07-13,4,1,13,23790000.0,6976668.8172899885
2025-07-13,4,20,1,480000.0,117314.31715105822
2025-07-13,4,9,14,15960000.0,3635205.0077935155
2025-07-13,4,3,12,14880000.0,4410786.767844085
2025-07-13,4,10,14,3780000.0,761529.1393675554
2025-07-13,4,23,6,1020000.0,249019.94373929925
2025-07-13,4,12,14,2380000.0,543628.5894431989
2025-07-13,4,13,1,660000.0,192892.37726410205
2025-07-13,4,15,1,740000.0,183677.55156735543
2025-07-13,4,5,4,6600000.0,1322092.9370584942
2025-07-13,4,6,7,9940000.0,2895549.2270721225
2025-07-13,4,17,4,2040000.0,540295.636355681
2025-07-13,4,25,7,5460000.0,1519716.9937186874
2025-07-13,5,15,6,4440000.0,1102065.3094041327
2025-07-13,5,17,7,3570000.0,945517.3636224418
2025-07-13,5,3,13,16120000.0,4778352.331831092
2025-07-13,5,24,8,2880000.0,686315.3005744176
2025-07-13,5,19,5,2400000.0,710180.8770270272
2025-07-13,5,7,7,2590000.0,690595.5551699621
2025-07-13,5,20,5,2400000.0,586571.585755291
2025-07-13,5,2,13,14040000.0,3169665.3951628273
2025-07-13,5,11,3,3570000.0,897191.4397467395
2025-07-13,5,21,3,1110000.0,263765.78295749775
2025-07-13,5,5,6,9900000.0,1983139.4055877412
2025-07-13,5,18,1,260000.0,60105.36157585637
2025-07-13,5,29,9,4410000.0,946017.1110560228
2025-07-13,5,12,6,1020000.0,232983.68118994235
2025-07-13,5,22,5,1850000.0,553421.4689899889
2025-07-13,5,30,6,1680000.0,361483.0303074952
2025-07-13,6,18,8,2080000.0,480842.89260685095
2025-07-13,6,9,7,7980000.0,1817602.5038967577
2025-07-13,6,7,3,1110000.0,295969.5236442695
2025-07-13,6,20,1,480000.0,117314.31715105822
2025-07-13,6,24,1,360000.0,85789.4125718022
2025-07-13,6,4,7,8260000.0,2313673.9795249877
2025-07-13,6,25,6,4680000.0,1302614.5660445893
2025-07-13,6,15,1,740000.0,183677.55156735543
2025-07-13,6,6,7,9940000.0,2895549.2270721225
2025-07-13,6,19,1,480000.0,142036.17540540543
2025-07-13,6,2,10,10800000.0,2438204.150125252
2025-07-13,6,17,8,4080000.0,1080591.272711362
2025-07-13,6,10,9,2430000.0,489554.44673628564
2025-07-13,6,26,4,1120000.0,317454.7727557611
2025-07-13,6,5,12,19800000.0,3966278.8111754823
2025-07-13,6,12,14,2380000.0,543628.5894431989
2025-07-13,6,21,4,1480000.0,351687.71060999704
2025-07-13,6,22,3,1110000.0,332052.8813939934
2025-07-13,6,3,12,14880000.0,4410786.767844085
2025-07-13,6,29,9,4410000.0,946017.1110560228
2025-07-13,7,14,1,760000.0,189970.51279292864
2025-07-13,7,27,5,1950000.0,557136.1257012516
2025-07-13,7,6,13,18460000.0,5377448.564562513
2025-07-13,7,13,1,660000.0,192892.37726410205
2025-07-13,7,16,1,370000.0,86588.48089662126
2025-07-13,7,4,6,7080000.0,1983149.1253071323
2025-07-13,7,10,7,1890000.0,380764.5696837777
2025-07-13,7,7,1,370000.0,98656.50788142317
2025-07-13,7,28,3,1080000.0,267397.8128232827
2025-07-13,7,23,1,170000.0,41503.32395654987
2025-07-13,7,19,6,2880000.0,852217.0524324325
2025-07-13,7,2,6,6480000.0,1462922.4900751512
2025-07-13,7,30,3,840000.0,180741.5151537476
2025-07-13,8,2,1,1080000.0,243820.4150125252
2025-07-13,8,29,6,2940000.0,630678.0740373485
2025-07-13,8,23,3,510000.0,124509.97186964963
2025-07-13,8,5,2,3300000.0,661046.4685292471
2025-07-13,8,21,5,1850000.0,439609.63826249633
2025-07-13,8,10,1,270000.0,54394.93852625396
2025-07-13,8,27,8,3120000.0,891417.8011220025
2025-07-13,8,4,1,1180000.0,330524.8542178554
